"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:02:41.6771295 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.6771419 PM","Explorer.EXE","1060","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:41.6771501 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.6771631 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.7678493 PM","smartscreen.exe","7960","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:41.7678897 PM","smartscreen.exe","7960","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.7679645 PM","smartscreen.exe","7960","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:41.7679741 PM","smartscreen.exe","7960","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.7679889 PM","smartscreen.exe","7960","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.7680791 PM","smartscreen.exe","7960","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.7681041 PM","smartscreen.exe","7960","QueryStandardInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","AllocationSize: 2,002,944, EndOfFile: 2,000,000, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:02:41.7681260 PM","smartscreen.exe","7960","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.7681436 PM","smartscreen.exe","7960","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8334396 PM","Explorer.EXE","1060","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:41.8334742 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.8334907 PM","Explorer.EXE","1060","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:41.8334982 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8335121 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8335535 PM","Explorer.EXE","1060","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:41.8335854 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.8335960 PM","Explorer.EXE","1060","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:41.8336028 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8336199 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8398602 PM","Explorer.EXE","1060","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:41.8398942 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.8399093 PM","Explorer.EXE","1060","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:41.8399168 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8399316 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8399984 PM","Explorer.EXE","1060","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:41.8400654 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.8400926 PM","Explorer.EXE","1060","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:41.8402396 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8402640 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8979025 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.8979236 PM","Explorer.EXE","1060","QueryNetworkOpenInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, AllocationSize: 1/1/1601 1:00:00 AM, EndOfFile: 1/1/1601 1:00:00 AM, FileAttributes: A"
"7:02:41.8979351 PM","Explorer.EXE","1060","FileSystemControl","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Control: FSCTL_CREATE_OR_GET_OBJECT_ID"
"7:02:41.8979500 PM","Explorer.EXE","1060","QueryObjectIdInformationVolume","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","ObjectId: DE4477C4C844B840B3D8E4AA97058BB0"
"7:02:41.8982503 PM","Explorer.EXE","1060","QueryNameInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Name: \Users\Radoslaw Motyka\Desktop\importantDocument.txt"
"7:02:41.8982647 PM","Explorer.EXE","1060","QueryNameInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Name: \Users\Radoslaw Motyka\Desktop\importantDocument.txt"
"7:02:41.8983064 PM","Explorer.EXE","1060","QueryNormalizedNameInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8983425 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.8983569 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.9051232 PM","Explorer.EXE","1060","QueryDirectory","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","FileInformationClass: FileIdBothDirectoryInformation, Filter: importantDocument.txt, 2: importantDocument.txt"
"7:02:41.9054511 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.9054726 PM","Explorer.EXE","1060","QueryNetworkOpenInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, AllocationSize: 1/1/1601 1:00:00 AM, EndOfFile: 1/1/1601 1:00:00 AM, FileAttributes: A"
"7:02:41.9054853 PM","Explorer.EXE","1060","FileSystemControl","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Control: FSCTL_CREATE_OR_GET_OBJECT_ID"
"7:02:41.9055348 PM","Explorer.EXE","1060","QueryObjectIdInformationVolume","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","ObjectId: DE4477C4C844B840B3D8E4AA97058BB0"
"7:02:41.9058634 PM","Explorer.EXE","1060","QueryNameInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Name: \Users\Radoslaw Motyka\Desktop\importantDocument.txt"
"7:02:41.9058948 PM","Explorer.EXE","1060","QueryNameInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Name: \Users\Radoslaw Motyka\Desktop\importantDocument.txt"
"7:02:41.9059933 PM","Explorer.EXE","1060","QueryNormalizedNameInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.9060858 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.9061030 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.9136912 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:41.9137134 PM","Explorer.EXE","1060","FileSystemControl","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Control: FSCTL_CREATE_OR_GET_OBJECT_ID"
"7:02:41.9140419 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:41.9140571 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.2890412 PM","Explorer.EXE","1060","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:42.2890790 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.2890964 PM","Explorer.EXE","1060","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:42.2891049 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.2891192 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.2898449 PM","Explorer.EXE","1060","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:42.2901281 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.2901471 PM","Explorer.EXE","1060","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:38 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:42.2901550 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.2901686 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3022994 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.3023195 PM","Explorer.EXE","1060","FileSystemControl","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Control: FSCTL_CREATE_OR_GET_OBJECT_ID"
"7:02:42.3026440 PM","Explorer.EXE","1060","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3026617 PM","Explorer.EXE","1060","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3270504 PM","notepad++.exe","8276","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.3271001 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 0, Length: 4,096, Priority: Normal"
"7:02:42.3271313 PM","notepad++.exe","8276","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3271521 PM","notepad++.exe","8276","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3340828 PM","notepad++.exe","8276","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:42.3341191 PM","notepad++.exe","8276","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.3341340 PM","notepad++.exe","8276","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:42 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:42.3341412 PM","notepad++.exe","8276","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3341546 PM","notepad++.exe","8276","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3341946 PM","notepad++.exe","8276","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:42.3342282 PM","notepad++.exe","8276","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.3342388 PM","notepad++.exe","8276","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:42 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, FileAttributes: A"
"7:02:42.3342455 PM","notepad++.exe","8276","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3342563 PM","notepad++.exe","8276","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3345942 PM","notepad++.exe","8276","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.3346254 PM","notepad++.exe","8276","QueryStandardInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","AllocationSize: 2,002,944, EndOfFile: 2,000,000, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:02:42.3362903 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 0, Length: 131,072, Priority: Normal"
"7:02:42.3363234 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 131,072, Length: 4,096"
"7:02:42.3370614 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 135,168, Length: 126,976"
"7:02:42.3370827 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 262,144, Length: 4,096"
"7:02:42.3373151 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 266,240, Length: 126,976"
"7:02:42.3373327 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 393,216, Length: 4,096"
"7:02:42.3375258 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 397,312, Length: 126,976"
"7:02:42.3375421 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 524,288, Length: 4,096"
"7:02:42.3377378 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 528,384, Length: 126,976"
"7:02:42.3377540 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 655,360, Length: 4,096"
"7:02:42.3379863 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 659,456, Length: 126,976"
"7:02:42.3380045 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 786,432, Length: 4,096"
"7:02:42.3381989 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 790,528, Length: 126,976"
"7:02:42.3382152 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 917,504, Length: 4,096"
"7:02:42.3384344 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 921,600, Length: 126,976"
"7:02:42.3384959 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,048,576, Length: 4,096"
"7:02:42.3387212 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,052,672, Length: 126,976"
"7:02:42.3387421 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,179,648, Length: 4,096"
"7:02:42.3389595 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,183,744, Length: 126,976"
"7:02:42.3389770 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,310,720, Length: 4,096"
"7:02:42.3403631 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,314,816, Length: 126,976"
"7:02:42.3404008 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,441,792, Length: 4,096"
"7:02:42.3407659 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,445,888, Length: 126,976"
"7:02:42.3408137 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,572,864, Length: 4,096"
"7:02:42.3412711 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,576,960, Length: 126,976"
"7:02:42.3413068 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,703,936, Length: 4,096"
"7:02:42.3416623 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,708,032, Length: 126,976"
"7:02:42.3416984 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,835,008, Length: 4,096"
"7:02:42.3420163 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,839,104, Length: 126,976"
"7:02:42.3420354 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,966,080, Length: 4,096"
"7:02:42.3422900 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Offset: 1,970,176, Length: 29,824"
"7:02:42.3423009 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","END OF FILE","Offset: 2,000,000, Length: 94,208"
"7:02:42.3423869 PM","notepad++.exe","8276","ReadFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","END OF FILE","Offset: 2,000,000, Length: 131,072"
"7:02:42.3424037 PM","notepad++.exe","8276","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3424330 PM","notepad++.exe","8276","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3435657 PM","notepad++.exe","8276","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:42.3436024 PM","notepad++.exe","8276","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.3436210 PM","notepad++.exe","8276","QueryNetworkOpenInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:42 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, AllocationSize: 1/1/1601 1:00:00 AM, EndOfFile: 1/1/1601 1:00:00 AM, FileAttributes: A"
"7:02:42.3436291 PM","notepad++.exe","8276","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3436425 PM","notepad++.exe","8276","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
"7:02:42.3436832 PM","notepad++.exe","8276","QueryOpen","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","FAST IO DISALLOWED",""
"7:02:42.3437144 PM","notepad++.exe","8276","CreateFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:02:42.3437247 PM","notepad++.exe","8276","QueryNetworkOpenInformationFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS","CreationTime: 12/20/2021 6:49:10 PM, LastAccessTime: 12/20/2021 7:02:42 PM, LastWriteTime: 12/20/2021 7:02:38 PM, ChangeTime: 12/20/2021 7:02:38 PM, AllocationSize: 1/1/1601 1:00:00 AM, EndOfFile: 1/1/1601 1:00:00 AM, FileAttributes: A"
"7:02:42.3437311 PM","notepad++.exe","8276","CloseFile","C:\Users\Radoslaw Motyka\Desktop\importantDocument.txt","SUCCESS",""
